index,text
EC50796,"<s>Human: This incident occurred on May 29, 2022, at 9:00 AM, in unknown, Kitsap, on the 160 route in the increasing milepost direction at milepost 1.37. The location is an Urban - Minor Arterial, at a driveway. Further details about roadway classification denote it as Urban 2 Lane Roads.The level of access control is Non Limited Access Average Restriction, speed limit is 35, average annual daily traffic is 16000. The road width is 22, the road surface is made of Asphalt, the right and left shoulders width is 6 and unknown, and the surface type of the left shoulder is unknown. This road is not median-separated, with no barrier in the median and has a median width of 0. There is no information available regarding the occurrence in a work zone, the road surface condition was dry, and it was daylight at the time of the accident.There were no pedestrians involved, 1 vehicle involved. The accident has no influence of alcohol or drugs. There were objects involved and these objects include a Mailbox. Vehicle1 was moving west, in the direction of decreasing milepost. Vehicle2's movement was unknown or not applicable, in an unknown or not applicable direction. The description of the events is that the first vehicle was moving straight.The unit 1, is unknown type, not a commercial vehicle. The airbag was Not Deployed. The vehicle had No Defects. The driver was Going Straight Ahead, was Not Ejected, and had contributing circumstances such as Other Contributing Circ Not Listed and Other Distractions. Person 1: Motor Vehicle Driver, Male, 34, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC76434,"<s>Human: This incident occurred on August 10th, 2022, at 5:00 PM, in the rural area of Island County, on the 525 route increasing milepost direction at milepost 8.95. The location is a Rural - Principal Arterial, not at an intersection and not related to a driveway. The road classification is a rural multilane undivided non-freeway. The specific city where the accident occurred is unknown.The level of access control is Non Limited Access Less Restrictive, speed limit is 30, average annual daily traffic is 6900. The road width is 36, the road surface is made of Asphalt, the right and left shoulders width is 5 and 0, and the surface type of the left shoulder is unknown. This road is not median-separated, with an unknown type of barrier in the median and the width of median is 0. Unknown in workzone, the road conditions were in daylight with a dry road surface.There were no pedestrians involved, 3 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving northwest, in the direction of increasing milepost, Vehicle2 was moving northwest, in the direction of increasing milepost. The first vehicle was attempting to make a U-turn when the second vehicle was moving straight.The unit 1, is a Vanette Under 10,000 lb, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was making a U-turn and was not ejected with no reported violations or contributing factors. Person 1: Motor Vehicle Driver, Female, 35, Lap & Shoulder Used; Person 2: Motor Vehicle Passenger, Male, 33, Lap & Shoulder Used.

The unit 2, is a Vanette Under 10,000 lb, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead and was not ejected with no reported violations or contributing factors. Person 3: Motor Vehicle Driver, Male, 69, Lap & Shoulder Used.

The unit 3, is a Vanette Under 10,000 lb, non-commercial vehicle. The airbag was not deployed. The vehicle condition is unknown. The driver was legally parked and occupied, and was not ejected with no reported violations or contributing factors. Person 4: Motor Vehicle Driver, Male, 58, Restraint Use Unknown and helmet type Other.
</s><s>Assistant: <ZERO>
<\s>"
EC75951,"<s>Human: This incident occurred on August 14, 2022, at 1:00 AM, in Tacoma, Pierce County, on the 509 route increasing milepost direction at milepost 0.2. The location is an Urban - Principal Arterial, not at an intersection and not related to a driveway. The specific characteristics of the location are unknown.The level of access control is Limited Access Fully Controlled, speed limit is 60, average annual daily traffic is 36000. The road width is 64, the road surface is made of Portland Concrete Cement, the right and left shoulders width is unknown, and the surface type of the left shoulder is unknown. This road has a median-separated design with an unprotected barrier and the median is 22 feet wide. It is unknown if the accident occurred in a work zone, the road condition was dry, and the accident happened when it was dark with no street lights.There were no pedestrians involved, 1 vehicle involved. The accident has influence of alcohol. There was an object involved, which was a crash cushion impact attenuator. Vehicle1 was moving eastward, in the direction of an increasing milepost. The nature of movement or direction for Vehicle2 is unknown. The incident involved the first vehicle moving straight ahead.The unit 1, is of unknown special vehicle type, and is not a commercial vehicle. The airbags deployed in a combination. The vehicle had no defects. The driver was going straight ahead, was not ejected, and was under the influence of alcohol. Person 1: Motor Vehicle Driver, Male, 49, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC61955,"<s>Human: This incident occurred on July 6, 2022, at 08:00 AM, in Spokane, Spokane county, on the 002 route in the increasing milepost direction at milepost 0.57. The location is an Urban - Principal Arterial, at an intersection and related to a driveway, although further location characteristics are unknown. The road class is described as an urban multilane undivided non-freeway.The level of access control is Non Limited Access Least Restrictive, speed limit is 25, average annual daily traffic is 32000. The road width is 60, the road surface is made of Asphalt, the right and left shoulders width is 0, and the surface type of the left shoulder is unknown. This road is not median-separated and does not have a median barrier. The width of the median is 0. The accident occurred unknown in work zone, in daylight with a wet road surface condition.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving eastward, in the direction of entering a major roadway from the right. Vehicle2 was moving southward, in the direction of increasing milepost. The first vehicle was moving straight as it entered the major roadway from the right when the second vehicle, which was also moving straight in the direction of increasing milepost.The unit 1, is a Vanette Under 10,000 lb, non-commercial vehicle. The airbag was not deployed. The vehicle had lost a wheel. The driver was going straight ahead, was not ejected, and a contributing factor was operating defective equipment. Person 1: Motor Vehicle Driver, Male, 25, Lap & Shoulder Used.

The unit 2, is unknown type, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and there were no violations or contributing factors. Person 2: Motor Vehicle Driver, Female, 80, Lap & Shoulder Used.
</s><s>Assistant: <ONE>
<\s>"
EC34998,"<s>Human: This incident occurred on April 1, 2022, at 1:00 PM, in Centralia, Lewis County, on the 507 route increasing in milepost direction at milepost 2.35. The location is an Urban - Minor Arterial, not at an intersection and not related to a driveway or any other specific location characteristics.The level of access control is Non Limited Access Least Restrictive, speed limit is 30, average annual daily traffic is 4700. The road width is 44, the road surface is made of Asphalt, while the right and left shoulders width is 0, and the surface type of the left shoulder is unknown. This road is not median-separated, with the median type and width also being unknown. The occurrence in the work zone is not specified, and the accident took place during daylight with the road surface being dry.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving north, in the direction of an increasing milepost, while Vehicle2 was also moving north, in the same direction. The first vehicle was moving straight when the second vehicle was stopped in traffic, legally standing.The unit 1, is unknown, not a commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and was exceeding reasonable safe speed. Person 1: Motor Vehicle Driver, Male, 19, Lap & Shoulder Used.

The unit 2, is unknown, not a commercial vehicle. The airbag deployment is unknown. The vehicle condition is unknown. The driver was legally parked and unoccupied, and no ejection was reported. There is no information on persons associated with this unit since it was unoccupied.
</s><s>Assistant: <ZERO>
<\s>"
EC84298,"<s>Human: This incident occurred on September 14, 2022, at 10:00 AM, in Pasco, Franklin, on the 182 route increasing milepost direction at milepost 12.47. The location is an Urban - Interstate, not at an intersection and not related to a driveway or any other specific location characteristic.The level of access control is Limited Access Fully Controlled, speed limit is 60, average annual daily traffic is 36000. The road width is 60, the road surface is made of Asphalt, the right and left shoulders width is 10 and 5, respectively, and the surface type of the left shoulder is Asphalt. This road has a median-separated design with a CABLE barrier in the median and the median width is 40. The accident did not occur in a work zone, and it happened during daylight with the road surface being dry.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were objects involved; specifically, a concrete barrier/jersey barrier which was encountered through, over, or under. Vehicle 1 was moving east, in the direction of increasing milepost, and was moving straight. The movement of Vehicle 2 is unknown or not applicable, and it was moving in an unknown or not applicable direction. The specific dynamics or event involving Vehicle 2 at the time of the accident are unknown or not applicable.The unit 1, is unknown, non-commercial vehicle. The Airbag was Not Deployed. The vehicle was reported with No Defects. The driver was going straight ahead, not ejected, and the contributing circumstances include being Apparently Asleep or Fatigued. Person 1: Motor Vehicle Driver, Male, 18, Lap & Shoulder Used.

The unit 3, is unknown, non-commercial vehicle. The Airbag was Not Deployed. The vehicle was reported with No Defects. The driver was going straight ahead, not ejected, and no contributing circumstances were reported. Person 2: Motor Vehicle Driver, Male, 40, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC11924,"<s>Human: This incident occurred on January 11, 2022, at 2:00 AM, in Auburn, King, on the 167 route increasing milepost direction at milepost 16.36. The location is an Urban - Principal Arterial, not at an intersection and not related to a driveway or other characteristic.The level of access control is Limited Access Fully Controlled, speed limit is 60, average annual daily traffic is 129000. The road width is 72, the road surface is made of Asphalt, the right and left shoulders width is from 10, 5, and the surface type of the left shoulder is Asphalt. This road has a divided road with a median width of 60 and is barrier-separated with a GUARD RAIL. The accident occurred not in a work zone, with the road surface condition being wet and the lighting condition dark despite street lights being on.There were no pedestrians involved, 1 vehicle involved. The accident has the influence of alcohol or drugs. There were objects involved; specifically, a tree or stump which was stationary and the event of going into a river, lake, swamp, etc. Vehicle1 was moving north, in the direction of an increasing milepost. Vehicle2's movements are unknown. The first vehicle was moving straight when the nature of the second vehicle's actions remain unspecified.The unit 1, is an unknown special vehicle type, unknown commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead, not ejected, and had violations for being under the influence of alcohol and exceeding reasonable safe speed. Person 1: Motor Vehicle Driver, Male, 19, Lap & Shoulder Used.
</s><s>Assistant: <ONE>
<\s>"
EC55848,"<s>Human: This incident occurred on June 8, 2022, at 15:00, in an unknown city, Mason county, along the 101 route increasing milepost direction at milepost 336.04. The location is a Rural - Principal Arterial, not at an intersection and not related to a driveway or any other specified location characteristics.The level of access control is Non Limited Access More Than Average Restriction, speed limit is 45, average annual daily traffic is 6600. The road width is 24 feet, the road surface is made of Bituminous, the right and left shoulders width is 4 feet and unknown feet respectively, and the surface type of the left shoulder is unknown. This road is not median-separated and has unknown median barrier and width. Unknown in work zone, the road conditions were dry and the incident occurred during daylight.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 were moving straight, in the direction of decreasing milepost, Vehicle2 were moving straight, in the direction of decreasing milepost. Both vehicles were moving straight along the road when the accident occurred.The unit 1, is a Vanette Under 10,000 lb, non-commercial vehicle. The airbag was not deployed. The vehicle has no defects. The driver was going straight ahead and was not ejected. No violations or contributions to the accident were reported for this driver. Person 1: Motor Vehicle Driver, Female, 34, Lap & Shoulder Used.

The unit 2, is an unknown type, non-commercial vehicle. The airbag was not deployed. The vehicle has no defects. The driver was going straight ahead and was not ejected. No violations or contributions to the accident were reported for this driver. Person 2: Motor Vehicle Driver, Female, 46, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC94010,"<s>Human: This incident occurred on October 13, 2022, at 20:00, in Spokane, Spokane county, on the 291 route increasing milepost direction at milepost 1.77. The location is an Urban - Principal Arterial, at an intersection and related to a driveway. The specific characteristics of the location are unknown. The roadway classification at the time of the accident was Urban Multilane Undivided Non-Freeway.The level of access control is Non Limited Access Least Restrictive, speed limit is 35, average annual daily traffic is 28000. The road width is 57 feet, the road surface is made of Asphalt, the right and left shoulders width is unknown on both sides, and the surface type of the left shoulder is unknown. This road is not median-separated. The occurrence in the work zone is unknown, in daylight with dry road surface conditions.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving south, in the direction of entering a major roadway from the right. Vehicle2 was moving east, in the direction of a decreasing milepost. The first vehicle was attempting to turn left when the second vehicle, which was moving straight.The unit 1, is an unknown special vehicle type, not a commercial vehicle. The airbag status is unknown. The vehicle had no defects. The driver was making a left turn, unknown if ejected and did not grant right-of-way to a non-motorist. Person 1: Motor Vehicle Driver, gender and age unknown, unknown restraint used. Person 2: Motor Vehicle Passenger, Female, 18, Lap & Shoulder Used.

The unit 2, is an unknown special vehicle type, not a commercial vehicle. The condition of the airbag is not specified. The vehicle had no defects. The driver was going straight ahead, and there is no information on ejection or violations. Person 3: Motor Vehicle Driver, gender unknown, 18, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC66888,"<s>Human: This incident occurred on July 22, 2022, at 4:00 PM, in Seattle, King county, on the 005 route increasing milepost direction at milepost 0.2. The location is an Urban - Interstate, not at an intersection and not related to a driveway with unknown specific location characteristics. The road classification at the incident site is Urban Freeways Less than 4 Lanes.The level of access control is unknown, speed limit is unknown, average annual daily traffic is 0. The road width is 14, the road surface is made of Asphalt, the right and left shoulders width is 10 and 6, respectively, and the surface type of the left shoulder is Asphalt. This road is not median-separated, and there is no barrier in the median, with the width of the median being 0. The accident occurred outside a work zone, in daylight, and on a dry road surface.There were no pedestrians involved, 3 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving North, in the direction of Increasing milepost, Vehicle2 was moving North, in the direction of Increasing milepost. Both the first and the second vehicle were moving straight.The unit 1 is a Vanette Under 10,000 lb, not a commercial vehicle. The Combination of Airbags Deployed. The vehicle had No Defects. The driver was Going Straight Ahead, was Not Ejected, and contributed to the accident by Following Too Closely. Person 1: Motor Vehicle Driver, Female, 34, Lap & Shoulder Used.

The unit 2 is an unknown type, not a commercial vehicle. The Airbags did Not Deploy. The vehicle had No Defects. The driver was Slowing, was Not Ejected, and contributed no factors to the accident. Person 2: Motor Vehicle Driver, Male, 30, Lap & Shoulder Used.

The unit 3 is an unknown type, not a commercial vehicle. The Airbags did Not Deploy. The vehicle had No Defects. The driver was Slowing, was Not Ejected, and contributed no factors to the accident. Person 3: Motor Vehicle Driver, Female, 29, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC17477,"<s>Human: This incident occurred on February 2, 2022, at approximately 3:00 PM, in the city of Bainbridge Island, Kitsap County, on the 305 route increasing milepost direction at milepost 1.7. The location is an Urban - Principal Arterial. The crash was not at an intersection and not related to a driveway or other feature, with specific roadway classification as Urban Freeways Less than 4 Lanes. The characteristics of the location related to an intersection or driveway are unknown.The level of access control is Limited Access Partially Controlled, speed limit is 50, average annual daily traffic is 18000. The road width is 24, the road surface is made of Asphalt, the right and left shoulders width is 8 and 0, and the surface type of the left shoulder is unknown. This road is not median-separated and has no median barrier, as the width of the median is 0. It is unknown if the accident occurred in a work zone, and the accident happened during daylight with the road surface condition being wet.There were no pedestrians involved, 3 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving northwest, in the direction of increasing milepost, Vehicle2 was also moving northwest, in the direction of increasing milepost. The first vehicle was moving straight when the second vehicle was stopped in traffic, legally standing.The unit 1, is a Vanette Under 10,000 lb, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and there were no violations or contributory factors reported. Person 1: Motor Vehicle Driver, Male, 16, Lap & Shoulder Used.

The unit 2 had an unknown vehicle type and it is not mentioned if it’s a commercial vehicle. The airbag deployment is unknown. The vehicle had no defects. The driver was stopped for traffic, and it is unknown if they were ejected, with an unknown distraction reported as a contributing factor. No person data provided for this unit.

The unit 3, is also a Vanette Under 10,000 lb, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was stopped for traffic, was not ejected, and there were no violations or contributory factors reported. Person 2: Motor Vehicle Driver, Female, with an unknown age, Restraint usage unknown. Person 3: Motor Vehicle Driver with unknown sex, 50, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC57366,"<s>Human: This incident occurred on June 20, 2022, at 4:00 PM, in unknown, Pierce, on the 161 route increasing milepost direction at milepost 24.16. The location is an Urban - Principal Arterial, not at an intersection and not related to a driveway. The road classification is characterized as an Urban Multilane Undivided Non-Freeway.The level of access control is Non Limited Access Average Restriction, speed limit is 35, average annual daily traffic is 41000. The road width is 65, the road surface is made of Asphalt, the right and left shoulders width is unknown, and the surface type of the left shoulder is unknown. This road is not median-separated, and there is no barrier in the median as the median width is unknown. The accident occurrence was not specified in a work zone, under daylight conditions with a dry road surface.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving south, in the direction of decreasing milepost, Vehicle2 was also moving south, in the direction of decreasing milepost. The first vehicle was moving straight when the second vehicle was stopped in traffic, legally standing.The unit 1, is a Vanette Under 10,000 lb, non-commercial vehicle. The airbag did not deploy. The vehicle had no defects. The driver was going straight ahead, was not ejected, and the contributing factor to the accident was following too closely. Person 1: Motor Vehicle Driver, Female, 51, Lap & Shoulder Used.

The unit 2, is an unknown special vehicle type, non-commercial vehicle. The airbag did not deploy. The vehicle had no defects. The driver was stopped for traffic, was not ejected, and there were no contributing factors from this driver involved in the accident. Person 1: Motor Vehicle Driver, Female, 18, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC98182,"<s>Human: This incident occurred on October 19, 2022, at 15:00, in Bellevue, King County, on the 520 route increasing milepost direction at milepost 0.23. The location is an Urban - Principal Arterial, at a place related to but not at an intersection, with the specific characteristics of the locale remaining unknown. The roadway classification for the incident spot is an Urban Freeway with less than 4 lanes.The level of access control is unknown, the speed limit is unknown, the average annual daily traffic is 0. The road width is 24 feet, the road surface is made of Asphalt, the right and left shoulders width is 8 feet and 4 feet, respectively, and the surface type of the left shoulder is Asphalt. This road is not median-separated, and there is no median barrier present, with the median width being 0 feet. The information on whether the accident occurred in a work zone is unknown, and the accident took place during daylight with the road surface condition being dry.There were no pedestrians involved, 2 vehicles involved. The accident had no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving northwest, in the direction of increasing milepost, while Vehicle2 was also moving northwest, in the same direction. The first vehicle was attempting to change lanes to the right when the second vehicle was moving straight ahead.The unit 1, is an unknown special vehicle type, not a commercial vehicle. The airbag did not deploy. The vehicle has no defects. The driver was changing lanes, was not ejected, and had a contributing factor of improper turn/merge. Person 1: Motor Vehicle Driver, Female, 60, Lap & Shoulder Used.

The unit 2, is a Vanette Under 10,000 lb, not a commercial vehicle. The airbag did not deploy. The vehicle has no defects. The driver was slowing down, was not ejected, and had no contributing factors recorded. Person 1: Motor Vehicle Driver, Male, 44, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC57229,"<s>Human: This incident occurred on April 13, 2022, at 16:00, in Bothell, King county, on the 405 route increasing milepost direction at milepost 22.91. The location is an Urban - Interstate, not at an intersection and not related to a driveway or any other particular location characteristic. The roadway classification for this area is Urban Freeways.The level of access control is Limited Access Fully Controlled, the speed limit is 60, and the average annual daily traffic is 142,000. The road width is 60 feet, and the road surface is made of Asphalt. The right shoulder width is 10 feet, and the left shoulder width is unknown, with the surface type of the left shoulder being unknown as well. This road is median-separated with a Jersey type barrier and the median width is 16 feet. The occurrence in the work zone is unknown, with the conditions during the accident being daylight and the road surface being dry.There were no pedestrians involved, 2 vehicles involved. The accident had no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving north, in the direction of increasing milepost, Vehicle2 was also moving north, in the same direction. Both vehicles were moving straight.The unit 1, is unknown, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and was following too closely. Person 1: Motor Vehicle Driver, Female, 28, Lap & Shoulder Used.

The unit 2, is unknown, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was slowing, was not ejected, and had no violations or contributing factors. Person 2: Motor Vehicle Driver, Male, 39, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC10580,"<s>Human: This incident occurred on January 8, 2022, at 23:00, in Sumner, Pierce, on the 410 route increasing milepost direction at milepost 1.37. The location is an Urban - Principal Arterial, not at an intersection and not related to a driveway or any other specific location characteristic.The level of access control is Limited Access Fully Controlled, the speed limit is 55 mph, and the average annual daily traffic is 46,000 vehicles. The road width is 48 feet, and the road surface is made of Asphalt. The right and left shoulders width is 10 and 4 feet, respectively, and the surface type of the left shoulder is Asphalt. This road has a median-separated design with a CABLE barrier in the median and a width of 40 feet. The incident did not occur in a work zone, and the conditions at the time were such that the road surface was dry and the lighting was dark with street lights on.There were no pedestrians involved, 1 vehicle involved. The accident has no influence of alcohol or drugs. There was an object involved which was a Cable Barrier. Vehicle1 was moving northwest, in the direction of Decreasing milepost. Since there is only one vehicle involved, no description of interaction between two vehicles is necessary. Vehicle2's direction and comparative direction are unknown or not applicable, as well as V2EVENT1. Vehicle 1 was moving straight prior to the accident.The unit 1, is unknown, non-commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was negotiating a curve, was not ejected, and exceeding reasonable safe speed was a contributing factor in the accident. Person 1: Motor Vehicle Driver, Male, 21, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC55310,"<s>Human: This incident occurred on June 8, 2022, at approximately 5:00 PM, in the city of Spokane Valley, Spokane county, on the 090 route increasing milepost direction at milepost 0.21. The location is an Urban - Principal Arterial, at an intersection and related to a driveway, although further location characteristics are unknown.The level of access control is unknown, speed limit is unknown, average annual daily traffic is 0. The road width is 82 feet, the road surface is made of Asphalt, the right and left shoulders width is unknown, and the surface type of the left shoulder is unknown. This road has a median separated by a curb with a median width of 16 feet. The occurrence in a work zone is unknown, with road surface conditions being dry and the accident occurring in daylight.There were no pedestrians involved, 2 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving westward, in the direction of entering the major roadway from the left, while Vehicle2 was also moving westward, with the same intention of entering the major roadway from the left. The first vehicle was attempting to turn right as the second vehicle was moving straight.The unit 1, is a Vanette Under 10,000 lb, non-commercial vehicle. The Combination of Airbag Deployed. The vehicle had no defects. The driver was making a right turn, was not ejected, and the contributing factor was an improper turn/merge. Person 1: Motor Vehicle Driver, Female, 27, Lap & Shoulder Used.

The unit 2, is an unknown type, non-commercial vehicle. The Airbag Not Deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected, and no contributing factors were indicated. Person 1: Motor Vehicle Driver, Female, 29, Lap & Shoulder Used.
</s><s>Assistant: <ONE>
<\s>"
EC20850,"<s>Human: This incident occurred on February 13, 2022, at 5:00 AM, in Mill Creek, Snohomish. The crash information indicates it took place along the 527 route in the increasing milepost direction at milepost 5.34. The location is an Urban - Principal Arterial, not at an intersection, and not related to a driveway, with the specific characteristics of the location remaining unknown. The road is described as an urban multilane divided non-freeway.The level of access control is Non Limited Access Average Restriction, speed limit is 40, average annual daily traffic is 27000. The road width is 44 feet, the road surface is made of Asphalt, the right and left shoulders width is unknown, and the surface type of the left shoulder is unknown. This road is median-separated with a CURB barrier in the median and the width of the median is 12 feet. Unknown if it occurred in a work zone, the road had dry surface conditions and it was Dark - Unknown Lighting at the time of the accident.There were no pedestrians involved, 1 vehicle involved. The accident has no influence of alcohol or drugs. There was an object involved which was a tree or stump (stationary). Vehicle1 was moving north, in the direction of increasing milepost. Vehicle2's movement is unknown or not applicable. The first vehicle was moving straight when the incident occurred.The unit 1, is a Vanette Under 10,000 lb, non-commercial vehicle. The front airbag deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected and was apparently asleep or fatigued. Person 1: Motor Vehicle Driver, Male, 24, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC17479,"<s>Human: This incident occurred on February 5, 2022, at 11:00 AM, in Marysville, Snohomish County, on the 528 route increasing milepost direction at milepost 0.36. The location is an Urban - Minor Arterial, at an intersection and related to a driveway. The specific characteristics of the location are unknown.The level of access control is Non Limited Access Least Restrictive, speed limit is 25, average annual daily traffic is 22000. The road width is 60, the road surface is made of Asphalt, the right and left shoulders width is unknown, and the surface type of the left shoulder is unknown. This road is not median-separated with an unknown type of barrier in the median and a width of median of unknown. unknown in work zone, with daylight and dry road surface conditions.There were no pedestrians involved, 3 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving north, in the direction of entering a major roadway from the right. Vehicle2 was moving east, in the direction of increasing milepost. Both the first and the second vehicle were moving straight when the accident occurred.The unit 1, is an unknown special vehicle type, non-commercial vehicle. The airbag did not deploy. The vehicle had no defects. The driver was going straight ahead, was not ejected, and the contributing factors include an unknown distraction, and disregard for traffic signs and signals. Person 1: Motor Vehicle Driver, Male, 64, Lap & Shoulder Used.

The unit 2, is an unknown special vehicle type, non-commercial vehicle. The airbag did not deploy. The vehicle had no defects. The driver was going straight ahead, was not ejected, and there were no reported contributing factors. Person 2: Motor Vehicle Driver, Male, 42, Lap & Shoulder Used.

The unit 3, is an unknown special vehicle type, non-commercial vehicle. The airbag did not deploy. The vehicle had no defects. The driver was going straight ahead, was not ejected, and there were no reported contributing factors. Person 3: Motor Vehicle Driver, Male, 76, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC78119,"<s>Human: This incident occurred on August 24, 2022, at 23:00, in the city of Lynden, Whatcom county, on the 539 route increasing in the milepost direction at milepost 10.53. The location is an Urban - Principal Arterial, at an intersection and related to a driveway. The characterization of the location in relation to an intersection or driveway is unknown. The road classification at the time of the accident was Urban 2 Lane Roads.The level of access control is Non Limited Access Less Restrictive, speed limit is 40, average annual daily traffic is 17000. The road width is 52, the road surface is made of Asphalt, the right and left shoulders width is unknown, and the surface type of the left shoulder is unknown. This road is not median-separated, with no barriers in the median and the width of median is unknown. The accident did not occur in a work zone, and the conditions during the time of the accident were a dry road surface with dark but street lights on.There were no pedestrians involved, 2 vehicles involved. The accident has influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving east, in the direction of entering a major roadway from the left. Vehicle2 was moving west, in the direction of entering a major roadway from the right. The first vehicle was attempting to turn left when the second vehicle, which was moving straight.The unit 1, is unknown, non-commercial vehicle. The airbag did not deploy. The vehicle had no defects. The driver was making a left turn, was not ejected, and had violations or factors of being under the influence of alcohol and did not grant right of way to the vehicle. Person 1: Motor Vehicle Driver, Male, 23, Lap & Shoulder Used.

The unit 2, is unknown, non-commercial vehicle. The airbag did not deploy. The vehicle had no defects. The driver was going straight ahead, was not ejected, and had no reported violations or contributing factors. Person 1: Motor Vehicle Driver, Female, 20, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
EC30891,"<s>Human: This incident occurred on March 22, 2022, at 15:00, in Kent, King County, on the 181 route increasing milepost direction at milepost 0.37. The location is an Urban - Principal Arterial, and the accident happened in relation to an intersection but not at the intersection itself. Details concerning location characteristics are unknown. The road classification is described as an Urban Multilane Undivided Non-Freeway.The level of access control is Non-Limited Access with Average Restriction and the speed limit is 35 mph. The average annual daily traffic is 25000 vehicles. The road width is 56 feet, and the road surface is made of Asphalt. The right and left shoulders width is unknown due to the widths being 0, and the surface type of the left shoulder is unknown. This road is not median-separated; there is no median barrier, and the width of the median is 0 feet. The accident did not occur in a work zone, and it happened during the day in dry road surface conditions.There were no pedestrians involved, 3 vehicles involved. The accident has no influence of alcohol or drugs. There were no objects involved. Vehicle1 was moving south, in the direction of decreasing milepost, Vehicle2 was also moving south, in the direction of decreasing milepost. The first vehicle was moving straight when the second vehicle was stopped in traffic and legally standing.The unit 1 is an unknown commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was going straight ahead, was not ejected and was exceeding the reasonable safe speed. Person 1: Motor Vehicle Driver, Male, 81, Lap & Shoulder Used.

The unit 2 is an unknown commercial vehicle. The airbag status is unknown. The vehicle had no defects. The driver was stopped for traffic and there are no known violations or contributing factors. Person 2: Motor Vehicle Passenger, Male, 32, Lap & Shoulder Used.

The unit 3 is an unknown commercial vehicle. The airbag was not deployed. The vehicle had no defects. The driver was stopped for traffic, was not ejected, and there were no violations or contributing factors. Person 3: Motor Vehicle Driver, Male, 39, Lap & Shoulder Used. Person 4:Motor Vehicle Driver, Male, 50, Lap & Shoulder Used.
</s><s>Assistant: <ZERO>
<\s>"
